Title,Subtitle,Author,Publisher,PublicationDate,Pages,Language,Format,Play_CSV,Play_CA,Play_US,Books_com,Books_ca,FrontCoverPreview,Cover_HD_z3,Cover_HD_z2,Books_Search,Books_ISBN_Search,VolumeID_From_Play
LUMEN·ZERO : Le Pouvoir Caché des Pyramides Énergétiques,"Construire, Amplifier, Alimenter – Guide Complet pour Récolter l’Énergie Libre à l’Aide de Pyramides Résonantes",Guillaume Lessard,iD01t Productions,,,fre,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDKRR8FxM,https://play.google.com/store/books/details?id=AQAAAEDKRR8FxM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDKRR8FxM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDKRR8FxM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDKRR8FxM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDKRR8FxM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDKRR8FxM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDKRR8FxM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=LUMEN%C2%B7ZERO+%3A+Le+Pouvoir+Cach%C3%A9+des+Pyramides+%C3%89nerg%C3%A9tiques+Guillaume+Lessard,,AQAAAEDKRR8FxM
The Quantum Passive Empire,The Sacred Blueprint to Build AI-Powered Income Systems & Manifest a Sovereign Life,Guillaume Lessard,iD01t Productions,D:2025-08-01,166.0,eng,Digital,https://play.google.com/store/books/details?id=lCV2EQAAQBAJ,https://play.google.com/store/books/details?id=lCV2EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=lCV2EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=lCV2EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=lCV2EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=lCV2EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=lCV2EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=lCV2EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=The+Quantum+Passive+Empire+Guillaume+Lessard,,lCV2EQAAQBAJ
Master IT Yourself,A DIY Guide to Building Your IT Skills,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEAKOGF4eM,https://play.google.com/store/books/details?id=AQAAAEAKOGF4eM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEAKOGF4eM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEAKOGF4eM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEAKOGF4eM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEAKOGF4eM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEAKOGF4eM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEAKOGF4eM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Master+IT+Yourself+Guillaume+Lessard,,AQAAAEAKOGF4eM
Dominio del Ajedrez,Guía Profesional de Estrategias y Técnicas Ganadoras,Guillaume Lessard,iD01t Productions,D:2025-08-15,134.0,spa,Digital,https://play.google.com/store/books/details?id=xQ1-EQAAQBAJ,https://play.google.com/store/books/details?id=xQ1-EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=xQ1-EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=xQ1-EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=xQ1-EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=xQ1-EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=xQ1-EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=xQ1-EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Dominio+del+Ajedrez+Guillaume+Lessard,,xQ1-EQAAQBAJ
Mastering RFID: Unlocking the Potential of Radio Frequency Identification,Edition #2,Guillaume Lessard,iD01t Productions,D:2024-12-22,50.0,eng,Digital,https://play.google.com/store/books/details?id=yfs5EQAAQBAJ,https://play.google.com/store/books/details?id=yfs5EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=yfs5EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=yfs5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=yfs5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=yfs5EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=yfs5EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=yfs5EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Mastering+RFID%3A+Unlocking+the+Potential+of+Radio+Frequency+Identification+Guillaume+Lessard,,yfs5EQAAQBAJ
AI in Education,Transforming the Classroom for the 21st Century,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDKBCJE-M,https://play.google.com/store/books/details?id=AQAAAEDKBCJE-M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDKBCJE-M&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDKBCJE-M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDKBCJE-M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDKBCJE-M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDKBCJE-M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDKBCJE-M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=AI+in+Education+Guillaume+Lessard,,AQAAAEDKBCJE-M
Shaping the Future: Embracing Trends for a Better Tomorrow,"A Comprehensive Guide to Navigating Innovation, Community, and Change in the Modern World",Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEAKIBZgDM,https://play.google.com/store/books/details?id=AQAAAEAKIBZgDM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEAKIBZgDM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEAKIBZgDM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEAKIBZgDM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEAKIBZgDM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEAKIBZgDM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEAKIBZgDM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Shaping+the+Future%3A+Embracing+Trends+for+a+Better+Tomorrow+Guillaume+Lessard,,AQAAAEAKIBZgDM
Master the Basics of Reading Music,A Beginner’s Guide to Musical Literacy,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDybQct5M,https://play.google.com/store/books/details?id=AQAAAEDybQct5M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDybQct5M&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDybQct5M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDybQct5M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDybQct5M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDybQct5M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDybQct5M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Master+the+Basics+of+Reading+Music+Guillaume+Lessard,,AQAAAEDybQct5M
Light at the Veil’s Edge,The Hidden Flame of Kirlian Photography: How the Soul Leaves Fingerprints in Light,Guillaume Lessard,iD01t Productions,,,fre,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEBKDjhOYM,https://play.google.com/store/books/details?id=AQAAAEBKDjhOYM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEBKDjhOYM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEBKDjhOYM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEBKDjhOYM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEBKDjhOYM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEBKDjhOYM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEBKDjhOYM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Light+at+the+Veil%E2%80%99s+Edge+Guillaume+Lessard,,AQAAAEBKDjhOYM
Crossroads of Shadows,When love faces betrayal and truth battles deception.,Guillaume Lessard,iD01t Productions,D:2024-12-26,67.0,eng,Digital,https://play.google.com/store/books/details?id=9sM6EQAAQBAJ,https://play.google.com/store/books/details?id=9sM6EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=9sM6EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=9sM6EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=9sM6EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=9sM6EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=9sM6EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=9sM6EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Crossroads+of+Shadows+Guillaume+Lessard,,9sM6EQAAQBAJ
KIMI K2 UNLOCKED,"Open Agentic Intelligence to Automate, Code, Create & Command Anything",Guillaume Lessard,iD01t Productions,D:2025-07-22,244.0,eng,Digital,https://play.google.com/store/books/details?id=iwZzEQAAQBAJ,https://play.google.com/store/books/details?id=iwZzEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=iwZzEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=iwZzEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=iwZzEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=iwZzEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=iwZzEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=iwZzEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=KIMI+K2+UNLOCKED+Guillaume+Lessard,,iwZzEQAAQBAJ
Mastering Blender,From Basics to Advanced 3D Art and Animation,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyI31jnM,https://play.google.com/store/books/details?id=AQAAAEDyI31jnM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyI31jnM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyI31jnM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyI31jnM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyI31jnM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyI31jnM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyI31jnM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Mastering+Blender+Guillaume+Lessard,,AQAAAEDyI31jnM
The Frequency Blueprint,"Healing Technologies of Water, Sound, and Sacred Geometry",Guillaume Lessard,iD01t Productions,D:2025-05-19,40.0,eng,Digital,https://play.google.com/store/books/details?id=yLteEQAAQBAJ,https://play.google.com/store/books/details?id=yLteEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=yLteEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=yLteEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=yLteEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=yLteEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=yLteEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=yLteEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=The+Frequency+Blueprint+Guillaume+Lessard,,yLteEQAAQBAJ
The Complete Beginner to Intermediate Guide to JSON for Veo 3 Prompting,"Master structured video generation with Google’s Veo 3 using practical JSON techniques, real-world examples, and creative workflows",Guillaume Lessard,iD01t Productions,D:2025-08-23,29.0,eng,Digital,https://play.google.com/store/books/details?id=boCAEQAAQBAJ,https://play.google.com/store/books/details?id=boCAEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=boCAEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=boCAEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=boCAEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=boCAEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=boCAEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=boCAEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=The+Complete+Beginner+to+Intermediate+Guide+to+JSON+for+Veo+3+Prompting+Guillaume+Lessard,,boCAEQAAQBAJ
Java Maestro,"Advanced Programming Masterclass, Expert-Level Coding Strategies Revealed",Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDKVEUUnM,https://play.google.com/store/books/details?id=AQAAAEDKVEUUnM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDKVEUUnM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDKVEUUnM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDKVEUUnM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDKVEUUnM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDKVEUUnM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDKVEUUnM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Java+Maestro+Guillaume+Lessard,,AQAAAEDKVEUUnM
Sacred Vibrational Technology,"Scientific Explanations, Rituals, & Programming",Guillaume Lessard,iD01t Productions,,,fre,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEBKTQQNXM,https://play.google.com/store/books/details?id=AQAAAEBKTQQNXM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEBKTQQNXM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEBKTQQNXM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEBKTQQNXM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEBKTQQNXM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEBKTQQNXM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEBKTQQNXM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Sacred+Vibrational+Technology+Guillaume+Lessard,,AQAAAEBKTQQNXM
Sacred energy harvesting methods,"27 Free Energy Technologies Revealed for a Sovereign, Conscious and Self-Reliant Humanity",Guillaume Lessard,iD01t Productions,D:2025-06-21,157.0,eng,Digital,https://play.google.com/store/books/details?id=o5JnEQAAQBAJ,https://play.google.com/store/books/details?id=o5JnEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=o5JnEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=o5JnEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=o5JnEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=o5JnEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=o5JnEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=o5JnEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Sacred+energy+harvesting+methods+Guillaume+Lessard,,o5JnEQAAQBAJ
Reality Unveiled: How Consciousness Shapes the World We Perceive,"Exploring the Intersection of Perception, Quantum Physics, and the Nature of Existence",Guillaume Lessard,iD01t Productions,D:2025-02-23,79.0,eng,Digital,https://play.google.com/store/books/details?id=vCxJEQAAQBAJ,https://play.google.com/store/books/details?id=vCxJEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=vCxJEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=vCxJEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=vCxJEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=vCxJEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=vCxJEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=vCxJEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Reality+Unveiled%3A+How+Consciousness+Shapes+the+World+We+Perceive+Guillaume+Lessard,,vCxJEQAAQBAJ
Unstoppable: The Ultimate Guide to Unlocking Your Potential and Achieving Success,"Your Blueprint to Break Barriers, Build Momentum, and Thrive",Guillaume Lessard,iD01t Productions,D:2024-12-20,56.0,eng,Digital,https://play.google.com/store/books/details?id=q7s5EQAAQBAJ,https://play.google.com/store/books/details?id=q7s5EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=q7s5EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=q7s5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=q7s5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=q7s5EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=q7s5EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=q7s5EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Unstoppable%3A+The+Ultimate+Guide+to+Unlocking+Your+Potential+and+Achieving+Success+Guillaume+Lessard,,q7s5EQAAQBAJ
"DOS Zero to Hero: Mastering Legacy Systems, Command Line Fluency & Retro Automation","The Essential Guide to Low-Level Computing, Batch Scripting, and Embedded Control in 2025",Guillaume Lessard,iD01t Productions,D:2025-08-22,51.0,eng,Digital,https://play.google.com/store/books/details?id=EuF_EQAAQBAJ,https://play.google.com/store/books/details?id=EuF_EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=EuF_EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=EuF_EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=EuF_EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=EuF_EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=EuF_EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=EuF_EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=DOS+Zero+to+Hero%3A+Mastering+Legacy+Systems%2C+Command+Line+Fluency+%26+Retro+Automation+Guillaume+Lessard,,EuF_EQAAQBAJ
AI Goldmine: 100 Passive Income Ideas Using ChatGPT and Free AI Tools,Earn Online with Zero Budget – Your Step-by-Step Guide to Automating Success,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEBKDSZNfM,https://play.google.com/store/books/details?id=AQAAAEBKDSZNfM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEBKDSZNfM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEBKDSZNfM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEBKDSZNfM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEBKDSZNfM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEBKDSZNfM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEBKDSZNfM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=AI+Goldmine%3A+100+Passive+Income+Ideas+Using+ChatGPT+and+Free+AI+Tools+Guillaume+Lessard,,AQAAAEBKDSZNfM
Legacy of Shadows 2,A new generation,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDybQIt4M,https://play.google.com/store/books/details?id=AQAAAEDybQIt4M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDybQIt4M&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDybQIt4M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDybQIt4M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDybQIt4M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDybQIt4M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDybQIt4M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Legacy+of+Shadows+2+Guillaume+Lessard,,AQAAAEDybQIt4M
